665.476;0.606742;;0,000665476
666.832;0.604735;;0,000666832
668.189;0.60332;;0,000668189
669.545;0.601313;;0,000669545
670.902;0.599701;;0,000670902
672.258;0.598253;;0,000672258
673.615;0.596937;;0,000673615
674.971;0.595917;;0,000674971
676.328;0.596542;;0,000676328
677.685;0.597069;;0,000677685
679.041;0.598056;;0,000679041
680.398;0.599898;;0,000680398
681.754;0.601543;;0,000681754
683.111;0.60286;;0,000683111
684.467;0.605656;;0,000684467
685.823;0.608058;;0,000685823
688.536;0.613882;;0,000688536
689.893;0.61579;;0,000689893
691.249;0.618225;;0,000691249
692.606;0.620495;;0,000692606
693.962;0.622634;;0,000693962
695.319;0.624542;;0,000695319
696.676;0.626845;;0,000696676
698.032;0.628754;;0,000698032
699.389;0.630629;;0,000699389
700.745;0.631715;;0,000700745
702.101;0.632768;;0,000702101
703.458;0.63415;;0,000703458
704.814;0.634873;;0,000704814
706.171;0.635861;;0,000706171
707.527;0.636815;;0,000707527
708.884;0.637177;;0,000708884
711.597;0.637637;;0,000711597
712.954;0.638427;;0,000712954
715.667;0.638855;;0,000715667
717.023;0.639052;;0,000717023
719.736;0.639414;;0,000719736
721.092;0.638953;;0,000721092
722.449;0.639348;;0,000722449
723.805;0.639118;;0,000723805
725.162;0.638953;;0,000725162
726.518;0.637835;;0,000726518
727.875;0.636913;;0,000727875
729.231;0.636255;;0,000729231
730.588;0.634841;;0,000730588
731.945;0.634215;;0,000731945
733.301;0.63359;;0,000733301
734.658;0.632669;;0,000734658
736.014;0.631452;;0,000736014
738.727;0.629675;;0,000738727
740.083;0.628622;;0,000740083
742.796;0.626812;;0,000742796
744.153;0.625957;;0,000744153
745.509;0.624279;;0,000745509
746.866;0.622765;;0,000746866
748.222;0.621252;;0,000748222
749.579;0.619574;;0,000749579
750.936;0.618028;;0,000750936
752.292;0.616547;;0,000752292
753.649;0.615165;;0,000753649
755.005;0.614145;;0,000755005
756.361;0.612204;;0,000756361
757.718;0.610592;;0,000757718
759.074;0.609736;;0,000759074
760.431;0.60819;;0,000760431
761.787;0.607137;;0,000761787
763.144;0.606545;;0,000763144
765.857;0.603847;;0,000765857
767.214;0.602333;;0,000767214
769.927;0.599504;;0,000769927
771.283;0.598319;;0,000771283
772.639;0.59674;;0,000772639
773.996;0.59572;;0,000773996
775.352;0.593976;;0,000775352
776.709;0.591673;;0,000776709
778.065;0.589764;;0,000778065
779.422;0.587725;;0,000779422
780.778;0.585948;;0,000780778
782.135;0.584303;;0,000782135
783.491;0.582394;;0,000783491
784.848;0.580322;;0,000784848
786.205;0.578413;;0,000786205
787.561;0.576242;;0,000787561
788.918;0.574629;;0,000788918
790.274;0.572392;;0,000790274
792.987;0.568345;;0,000792987
794.343;0.565647;;0,000794343
797.056;0.561271;;0,000797056
798.413;0.559264;;0,000798413
799.769;0.557158;;0,000799769
801.126;0.554625;;0,000801126
802.483;0.551499;;0,000802483
803.839;0.549295;;0,000803839
805.196;0.54663;;0,000805196
806.552;0.544261;;0,000806552
807.909;0.541958;;0,000807909
809.265;0.538569;;0,000809265
810.621;0.535213;;0,000810621
811.978;0.532087;;0,000811978
813.334;0.528369;;0,000813334
814.691;0.52521;;0,000814691
816.047;0.522512;;0,000816047
817.404;0.519452;;0,000817404
820.117;0.513004;;0,000820117
821.474;0.509516;;0,000821474
824.187;0.503923;;0,000824187
825.543;0.50083;;0,000825543
826.899;0.498132;;0,000826899
828.256;0.495993;;0,000828256
829.612;0.493098;;0,000829612
830.969;0.489939;;0,000830969
832.325;0.487438;;0,000832325
833.682;0.484741;;0,000833682
835.038;0.48201;;0,000835038
836.395;0.479739;;0,000836395
837.751;0.477173;;0,000837751
839.108;0.474376;;0,000839108
840.465;0.471645;;0,000840465
841.821;0.468322;;0,000841821
843.178;0.46546;;0,000843178
844.534;0.462926;;0,000844534
847.247;0.457004;;0,000847247
848.603;0.454273;;0,000848603
851.316;0.448449;;0,000851316
852.673;0.446146;;0,000852673
854.029;0.443711;;0,000854029
855.386;0.441079;;0,000855386
856.743;0.438875;;0,000856743
858.099;0.436243;;0,000858099
859.456;0.433841;;0,000859456
860.812;0.431406;;0,000860812
862.168;0.429366;;0,000862168
863.525;0.427129;;0,000863525
864.881;0.425813;;0,000864881
866.238;0.424036;;0,000866238
867.594;0.422292;;0,000867594
868.951;0.421502;;0,000868951
870.307;0.420384;;0,000870307
